integration_method,homology_method,species_dir,adj_rand_score,pct_cell_type_kept,from_species,to_species,task_name,type
fastMNN,SH,mmusculus to hsapiens,0.9267698886326968,0.6363636363636364,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,fastMNN SH
fastMNN,HE,mmusculus to mfascicularis,0.9267497742327178,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,fastMNN HE
SeuratV4 CCA,O2O,hsapiens to mfascicularis,0.9267066924067356,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
scANVI,SH,drerio to xtropicalis,0.9266780499171896,1,drerio,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI SH
Harmony,SH,hsapiens to mmusculus,0.9265758194963146,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 CCA,O2O,mmusculus to hsapiens,0.9265192286044732,1,mmusculus,hsapiens,Pancreas_hs_mm,SeuratV4 CCA O2O
SeuratV4 CCA,SH,drerio to mfascicularis,0.9263686086310288,1,drerio,mfascicularis,Heart_mf_dr,SeuratV4 CCA SH
scVI,SH,hsapiens to mmusculus,0.9261595534393252,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,scVI SH
fastMNN,SH,xtropicalis to mfascicularis,0.9261386693693306,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,fastMNN SH
Scanorama,SH,hsapiens to mmusculus,0.9260829785479036,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama SH
fastMNN,O2O,hsapiens to sscrofa,0.9258771435287586,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,fastMNN O2O
Harmony,SH,hsapiens to mfascicularis,0.9256989590971436,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,Harmony SH
fastMNN,SH,mmusculus to hsapiens,0.925694734684015,0.7,mmusculus,hsapiens,Pancreas_hs_mm,fastMNN SH
Harmony,O2O,hsapiens to mfascicularis,0.9253749113639156,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,Harmony O2O
SeuratV4 CCA,SH,sscrofa to mmulatta,0.9252081691404404,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 CCA SH
SeuratV4 CCA,SH,xtropicalis to mfascicularis,0.9251086446037032,1,xtropicalis,mfascicularis,Heart_mf_xl,SeuratV4 CCA SH
Harmony,O2O,mfascicularis to mmusculus,0.9250593575304096,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony O2O
fastMNN,SH,mmusculus to mfascicularis,0.9250519651112742,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,fastMNN SH
Scanorama,SH,mmusculus to mfascicularis,0.9246809348539868,1,mmusculus,mfascicularis,Heart_hs_mf_mm,Scanorama SH
fastMNN,SH,hsapiens to mfascicularis,0.9242199590353696,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,fastMNN SH
Harmony,HE,mmusculus to mfascicularis,0.9239973817280588,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,Harmony HE
SeuratV4 CCA,SH,hsapiens to mmusculus,0.9239021104182809,0.9090909090909092,hsapiens,mmusculus,Heart_hs_mm,SeuratV4 CCA SH
SeuratV4 CCA,SH,mmusculus to hsapiens,0.9236054933404896,1,mmusculus,hsapiens,Pancreas_hs_mm,SeuratV4 CCA SH
scVI,O2O,xtropicalis to mfascicularis,0.9233700184215496,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI O2O
fastMNN,HE,mmusculus to mfascicularis,0.9231066157293716,1,mmusculus,mfascicularis,Heart_mf_mm,fastMNN HE
Harmony,HE,hsapiens to mfascicularis,0.923078042479292,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony HE
SeuratV4 CCA,O2O,mfascicularis to xtropicalis,0.9229367931859808,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
Scanorama,O2O,xtropicalis to hsapiens,0.9228518548061868,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama O2O
fastMNN,HE,drerio to mmusculus,0.9226881969443848,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,fastMNN HE
SeuratV4 RPCA,SH,xtropicalis to hsapiens,0.9225670616209742,1,xtropicalis,hsapiens,Heart_hs_xl,SeuratV4 RPCA SH
Harmony,HE,hsapiens to mfascicularis,0.9225654544620504,1,hsapiens,mfascicularis,Heart_hs_mf_mm,Harmony HE
Scanorama,SH,mmulatta to hsapiens,0.9220762444618184,1,mmulatta,hsapiens,Hippocampus_hs_mu_ss,Scanorama SH
Scanorama,SH,mmusculus to hsapiens,0.9219397358488856,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,Scanorama SH
Harmony,O2O,hsapiens to sscrofa,0.9217120340166398,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,Harmony O2O
Harmony,HE,mmusculus to hsapiens,0.9216076210028687,1,mmusculus,hsapiens,Heart_hs_mf_mm,Harmony HE
SeuratV4 RPCA,HE,xtropicalis to hsapiens,0.9215999206589384,1,xtropicalis,hsapiens,Heart_hs_xl,SeuratV4 RPCA HE
fastMNN,HE,mfascicularis to mmusculus,0.921477936957033,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,fastMNN HE
scVI,O2O,xtropicalis to mfascicularis,0.921185098476594,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,scVI O2O
scVI,HE,hsapiens to mfascicularis,0.9211675660644272,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,scVI HE
SeuratV4 CCA,HE,mfascicularis to xtropicalis,0.9208762475844564,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
Harmony,O2O,hsapiens to mfascicularis,0.9208587147028432,1,hsapiens,mfascicularis,Heart_hs_mf_mm,Harmony O2O
SeuratV4 RPCA,HE,xtropicalis to mmusculus,0.92085303215794,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
Scanorama,HE,xtropicalis to mmusculus,0.9203045059321338,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama HE
fastMNN,O2O,mmusculus to mfascicularis,0.9201743450553804,1,mmusculus,mfascicularis,Heart_mf_mm,fastMNN O2O
SeuratV4 RPCA,SH,hsapiens to mfascicularis,0.9200848378104342,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
scVI,SH,sscrofa to mmulatta,0.9200628419963108,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,scVI SH
fastMNN,SH,mfascicularis to mmusculus,0.9196338753765452,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,fastMNN SH
scANVI,SH,hsapiens to xtropicalis,0.9194608696402304,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,scANVI SH
Harmony,SH,hsapiens to mfascicularis,0.9194441617584646,1,hsapiens,mfascicularis,Heart_hs_mf_mm,Harmony SH
SeuratV4 CCA,O2O,sscrofa to mmulatta,0.9187577921421785,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 CCA O2O
Harmony,SH,hsapiens to mfascicularis,0.9184414823791588,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 CCA,O2O,mmusculus to hsapiens,0.9182476568843932,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
SeuratV4 RPCA,SH,hsapiens to mmusculus,0.91792031953486,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
scVI,SH,mfascicularis to hsapiens,0.9178942475259452,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,scVI SH
scANVI,O2O,mmusculus to xtropicalis,0.9177090564131228,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,scANVI O2O
SeuratV4 CCA,HE,drerio to mfascicularis,0.9174879417603122,1,drerio,mfascicularis,Heart_mf_dr,SeuratV4 CCA HE
Harmony,O2O,xtropicalis to mfascicularis,0.9169423746839512,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony O2O
Scanorama,HE,mmusculus to hsapiens,0.9167622509737866,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,Scanorama HE
Scanorama,SH,mmusculus to hsapiens,0.9166072273933508,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama SH
Harmony,O2O,mmusculus to mfascicularis,0.9162241550833276,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony O2O
SeuratV4 CCA,O2O,mfascicularis to hsapiens,0.9160059635034876,1,mfascicularis,hsapiens,Heart_hs_mf,SeuratV4 CCA O2O
SeuratV4 RPCA,O2O,hsapiens to mfascicularis,0.9159996905826246,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
Harmony,SH,mmusculus to mfascicularis,0.9159308158935564,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 RPCA,O2O,xtropicalis to hsapiens,0.9158819595174824,1,xtropicalis,hsapiens,Heart_hs_xl,SeuratV4 RPCA O2O
SeuratV4 RPCA,O2O,mfascicularis to mmusculus,0.915793244323304,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
SeuratV4 CCA,O2O,mfascicularis to mmusculus,0.915475812560688,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
SeuratV4 CCA,HE,hsapiens to mmusculus,0.915393225610453,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
fastMNN,O2O,hsapiens to mfascicularis,0.9153509723734332,1,hsapiens,mfascicularis,Heart_hs_mf_mm,fastMNN O2O
SeuratV4 RPCA,HE,mfascicularis to mmusculus,0.9153224713332444,1,mfascicularis,mmusculus,Heart_mf_mm,SeuratV4 RPCA HE
scVI,SH,xtropicalis to hsapiens,0.9152932415808832,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,scVI SH
SeuratV4 CCA,O2O,drerio to mfascicularis,0.91525225342664,1,drerio,mfascicularis,Heart_mf_dr,SeuratV4 CCA O2O
SeuratV4 CCA,SH,mfascicularis to mmusculus,0.914998022980398,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
Scanorama,O2O,sscrofa to hsapiens,0.9149064529711184,1,sscrofa,hsapiens,Hippocampus_hs_mu_ss,Scanorama O2O
Harmony,O2O,hsapiens to mfascicularis,0.914896148935282,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony O2O
scVI,SH,hsapiens to mmusculus,0.9144323048899522,1,hsapiens,mmusculus,Heart_hs_mf_mm,scVI SH
SeuratV4 RPCA,SH,xtropicalis to mmusculus,0.914264495344944,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
Scanorama,SH,mmulatta to sscrofa,0.9141676610865416,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,Scanorama SH
Harmony,O2O,xtropicalis to hsapiens,0.9135345020149132,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,Harmony O2O
SeuratV4 RPCA,HE,hsapiens to mfascicularis,0.9134919492360716,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
fastMNN,SH,mmusculus to mfascicularis,0.9126571246843308,0.8333333333333334,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN SH
Harmony,O2O,mmusculus to hsapiens,0.91255428137464,1,mmusculus,hsapiens,Heart_hs_mm,Harmony O2O
SeuratV4 CCA,O2O,mmusculus to mfascicularis,0.9124546708167892,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
Harmony,HE,mmusculus to mfascicularis,0.9119734985414522,1,mmusculus,mfascicularis,Heart_hs_mf_mm,Harmony HE
scVI,SH,hsapiens to mfascicularis,0.9114574640324444,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,scVI SH
Harmony,HE,hsapiens to mmusculus,0.9112615128212772,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony HE
SeuratV4 CCA,SH,mmusculus to mfascicularis,0.9102690304916332,1,mmusculus,mfascicularis,Heart_hs_mf_mm,SeuratV4 CCA SH
Harmony,SH,sscrofa to mmulatta,0.9102060641341584,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,Harmony SH
SeuratV4 RPCA,HE,xtropicalis to mmusculus,0.9101465747401448,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
Harmony,SH,mmusculus to hsapiens,0.9099368585667322,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,Harmony SH
Harmony,O2O,hsapiens to mmusculus,0.9098362219602516,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony O2O
SeuratV4 CCA,SH,mmusculus to hsapiens,0.9096714038616333,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 CCA SH
SeuratV4 RPCA,O2O,mfascicularis to hsapiens,0.90958980285106406,1,mfascicularis,hsapiens,Heart_hs_mf,SeuratV4 RPCA O2O
Harmony,HE,mmusculus to hsapiens,0.9093462700421812,1,mmusculus,hsapiens,Heart_hs_mm,Harmony HE
scVI,HE,xtropicalis to hsapiens,0.9092601320678227,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,scVI HE
Scanorama,O2O,mmusculus to hsapiens,0.9086391530749544,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,Scanorama O2O
Harmony,O2O,mmusculus to hsapiens,0.9083742055931496,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,Harmony O2O
SeuratV4 CCA,SH,mmusculus to xtropicalis,0.908129423755249,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA SH
SeuratV4 RPCA,SH,mfascicularis to hsapiens,0.9077152307734786,1,mfascicularis,hsapiens,Heart_hs_mf_mm,SeuratV4 RPCA SH
scVI,HE,hsapiens to mmusculus,0.9075562009933869,1,hsapiens,mmusculus,Pancreas_hs_mm,scVI HE
Scanorama,SH,mmusculus to hsapiens,0.9074407975396586,1,mmusculus,hsapiens,Heart_hs_mm,Scanorama SH
scANVI,SH,mmusculus to xtropicalis,0.9071237588027312,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,scANVI SH
scVI,HE,sscrofa to mmulatta,0.9070868738112988,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,scVI HE
Scanorama,HE,hsapiens to mmusculus,0.9069656681589268,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama HE
unintegrated,HE.h5ad,mmulatta to sscrofa,0.9069080576119828,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,unintegrated HE
Harmony,SH,mmusculus to hsapiens,0.906626450090332,1,mmusculus,hsapiens,Heart_hs_mf_mm,Harmony SH
fastMNN,SH,xtropicalis to mfascicularis,0.9065857135642684,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN SH
Scanorama,HE,xtropicalis to mfascicularis,0.9063322038543576,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama HE
SeuratV4 RPCA,SH,mfascicularis to mmusculus,0.9062165848152456,1,mfascicularis,mmusculus,Heart_mf_mm,SeuratV4 RPCA SH
SeuratV4 CCA,O2O,mmusculus to mfascicularis,0.9059757993740944,1,mmusculus,mfascicularis,Heart_hs_mf_mm,SeuratV4 CCA O2O
Scanorama,O2O,mmusculus to hsapiens,0.9059452676086696,1,mmusculus,hsapiens,Heart_hs_mf_mm,Scanorama O2O
SeuratV4 CCA,HE,xtropicalis to hsapiens,0.9055015924793391,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
Harmony,HE,mmusculus to hsapiens,0.9054803779019176,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,Harmony HE
SeuratV4 CCA,SH,hsapiens to xtropicalis,0.9051219339267108,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA SH
fastMNN,O2O,mmusculus to mfascicularis,0.9046128247350644,0.8333333333333334,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
fastMNN,O2O,mfascicularis to mmusculus,0.9044438784058868,0.6666666666666666,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,fastMNN O2O
unintegrated,HE.h5ad,hsapiens to mmusculus,0.9038545970313246,1,hsapiens,mmusculus,Pancreas_hs_mm,unintegrated HE
SeuratV4 CCA,HE,mmusculus to hsapiens,0.9035285467131856,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
scVI,SH,mmusculus to hsapiens,0.9034865401318438,1,mmusculus,hsapiens,Pancreas_hs_mm,scVI SH
fastMNN,SH,mfascicularis to mmusculus,0.9033291628517708,0.8333333333333334,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,fastMNN SH
fastMNN,SH,hsapiens to mfascicularis,0.9033004868186952,1,hsapiens,mfascicularis,Heart_hs_mf_mm,fastMNN SH
Harmony,SH,xtropicalis to hsapiens,0.9031299894034072,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 CCA,HE,mmusculus to xtropicalis,0.903102693999254,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
fastMNN,HE,mfascicularis to mmusculus,0.9029218199540936,0.8333333333333334,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,fastMNN HE
Harmony,O2O,mmusculus to hsapiens,0.9028380557458578,1,mmusculus,hsapiens,Heart_hs_mf_mm,Harmony O2O
Scanorama,SH,mmusculus to hsapiens,0.902476437171506,1,mmusculus,hsapiens,Heart_hs_mf_mm,Scanorama SH
fastMNN,HE,hsapiens to mfascicularis,0.9013655578004331,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,fastMNN HE
SeuratV4 CCA,HE,hsapiens to xtropicalis,0.9012027131712208,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
SeuratV4 CCA,O2O,hsapiens to mmusculus,0.901171580336715,1,hsapiens,mmusculus,Heart_hs_mm,SeuratV4 CCA O2O
SeuratV4 CCA,O2O,drerio to mfascicularis,0.9004476260323568,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
unintegrated,SH.h5ad,mmulatta to sscrofa,0.900325587500648,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,unintegrated SH
fastMNN,HE,mmusculus to mfascicularis,0.9001932959661341,0.8333333333333334,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN HE
fastMNN,HE,mfascicularis to hsapiens,0.9000040347781267,1,mfascicularis,hsapiens,Heart_hs_mf_mm,fastMNN HE
scANVI,HE,mmusculus to drerio,0.8997009097979397,1,mmusculus,drerio,Heart_mm_dr,scANVI HE
unintegrated,SH.h5ad,mmulatta to sscrofa,0.8993875688987244,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,unintegrated SH
SeuratV4 RPCA,SH,xtropicalis to mmusculus,0.899329344207186,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
Scanorama,HE,mmusculus to hsapiens,0.8992288984527281,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama HE
scVI,O2O,mmusculus to hsapiens,0.8990547874613206,1,mmusculus,hsapiens,Pancreas_hs_mm,scVI O2O
SeuratV4 CCA,O2O,mmusculus to xtropicalis,0.8990531665707824,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
Harmony,SH,mmusculus to hsapiens,0.898959723478622,1,mmusculus,hsapiens,Heart_hs_mm,Harmony SH
Scanorama,O2O,mmusculus to hsapiens,0.898874087373598,1,mmusculus,hsapiens,Heart_hs_mm,Scanorama O2O
unintegrated,O2O.h5ad,hsapiens to mmusculus,0.8983583692914521,1,hsapiens,mmusculus,Pancreas_hs_mm,unintegrated O2O
scVI,SH,xtropicalis to mfascicularis,0.8981803404842652,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,scVI SH
SeuratV4 CCA,O2O,mmusculus to hsapiens,0.8980800777738642,1,mmusculus,hsapiens,Heart_hs_mf_mm,SeuratV4 CCA O2O
Harmony,SH,xtropicalis to mmusculus,0.8976990331727611,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 CCA,SH,mmusculus to hsapiens,0.897401263471571,1,mmusculus,hsapiens,Heart_hs_mf_mm,SeuratV4 CCA SH
Scanorama,O2O,mmulatta to sscrofa,0.8971727300266193,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,Scanorama O2O
fastMNN,O2O,hsapiens to mfascicularis,0.8970656125414213,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
unintegrated,O2O.h5ad,mmulatta to sscrofa,0.8967829003225867,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,unintegrated O2O
SeuratV4 RPCA,HE,xtropicalis to mfascicularis,0.8966430696554059,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
Scanorama,HE,hsapiens to mfascicularis,0.8964664029902363,1,hsapiens,mfascicularis,Heart_hs_mf,Scanorama HE
Scanorama,O2O,mmusculus to mfascicularis,0.8962245557147791,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,Scanorama O2O
Harmony,HE,xtropicalis to hsapiens,0.8958714297917485,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony HE
scVI,O2O,hsapiens to mmusculus,0.8957914755257215,1,hsapiens,mmusculus,Pancreas_hs_mm,scVI O2O
SeuratV4 CCA,O2O,mfascicularis to hsapiens,0.8955963668184437,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
scVI,O2O,sscrofa to mmulatta,0.8951388511965467,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,scVI O2O
SeuratV4 RPCA,O2O,mfascicularis to mmusculus,0.8948834575132683,1,mfascicularis,mmusculus,Heart_mf_mm,SeuratV4 RPCA O2O
Harmony,SH,drerio to hsapiens,0.8940564433718982,1,drerio,hsapiens,Heart_hs_dr,Harmony SH
SeuratV4 RPCA,SH,mfascicularis to hsapiens,0.893980665023175,1,mfascicularis,hsapiens,Heart_hs_mf,SeuratV4 RPCA SH
SeuratV4 RPCA,SH,mfascicularis to xtropicalis,0.8937169472865462,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
Harmony,O2O,sscrofa to mmulatta,0.8934372701715795,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,Harmony O2O
Harmony,HE,mmusculus to mfascicularis,0.8932661985436904,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony HE
SeuratV4 RPCA,HE,xtropicalis to mfascicularis,0.8929926446392161,1,xtropicalis,mfascicularis,Heart_mf_xl,SeuratV4 RPCA HE
SeuratV4 CCA,SH,mmusculus to hsapiens,0.8928799155889388,1,mmusculus,hsapiens,Heart_hs_mm,SeuratV4 CCA SH
SeuratV4 RPCA,HE,mfascicularis to hsapiens,0.8927800413378131,1,mfascicularis,hsapiens,Heart_hs_mf,SeuratV4 RPCA HE
SeuratV4 RPCA,HE,mfascicularis to mmusculus,0.8914870004151251,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
fastMNN,O2O,drerio to mmusculus,0.8912105815631121,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,fastMNN O2O
SeuratV4 RPCA,HE,hsapiens to mmusculus,0.8910153325761608,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
SeuratV4 CCA,O2O,hsapiens to xtropicalis,0.8908271525223533,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
scVI,O2O,hsapiens to mfascicularis,0.890433758692609,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,scVI O2O
unintegrated,HE.h5ad,mmulatta to sscrofa,0.8899233148837884,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,unintegrated HE
Scanorama,O2O,hsapiens to mfascicularis,0.889637617595343,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama O2O
scVI,O2O,hsapiens to mmusculus,0.8888048837105773,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,scVI O2O
SeuratV4 CCA,O2O,xtropicalis to mmusculus,0.8887456695094842,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
Scanorama,SH,xtropicalis to mmusculus,0.8886199672449564,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,Scanorama SH
scANVI,HE,mfascicularis to drerio,0.888598950676095,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,scANVI HE
unintegrated,O2O.h5ad,mmulatta to sscrofa,0.8883662913500078,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,unintegrated O2O
SeuratV4 CCA,HE,mfascicularis to mmusculus,0.8883547745445973,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
SeuratV4 CCA,HE,mmusculus to mfascicularis,0.888226066466255,1,mmusculus,mfascicularis,Heart_hs_mf_mm,SeuratV4 CCA HE
scVI,HE,xtropicalis to mmusculus,0.8878985234586163,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,scVI HE
Scanorama,HE,mmusculus to hsapiens,0.8871311250717252,1,mmusculus,hsapiens,Heart_hs_mm,Scanorama HE
SeuratV4 RPCA,O2O,hsapiens to mmusculus,0.8864129143005419,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
fastMNN,HE,hsapiens to mfascicularis,0.8863712456232721,1,hsapiens,mfascicularis,Heart_hs_mf_mm,fastMNN HE
Harmony,HE,xtropicalis to mfascicularis,0.8862525146162098,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony HE
scVI,SH,hsapiens to xtropicalis,0.8857166914389615,1,hsapiens,xtropicalis,Heart_hs_xl,scVI SH
SeuratV4 CCA,O2O,mmusculus to hsapiens,0.8855918652696018,1,mmusculus,hsapiens,Heart_hs_mm,SeuratV4 CCA O2O
fastMNN,SH,hsapiens to mfascicularis,0.8846091950070077,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN SH
SeuratV4 CCA,SH,xtropicalis to mmusculus,0.8844226256570907,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 CCA SH
SeuratV4 CCA,HE,xtropicalis to mmusculus,0.884067902198781,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
SeuratV4 CCA,HE,mmusculus to hsapiens,0.8835626333206166,1,mmusculus,hsapiens,Heart_hs_mm,SeuratV4 CCA HE
Harmony,HE,sscrofa to mmulatta,0.8833367092322538,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,Harmony HE
SeuratV4 CCA,HE,xtropicalis to mmusculus,0.883120091781553,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
fastMNN,O2O,hsapiens to mfascicularis,0.8825365710775123,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,fastMNN O2O
