from_species,test_acc,type_label,integration_method,input_file,homology_method,acc_prior,acc_loss,type,task_name
mfascicularis,0.9852390630013904,original,scVI,metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9893036688415874,0.0040646058401969665,scVI one2one only,Heart_hs_mf_mm
mmusculus,0.9888712241653418,original,unintegrated,metadata_nf_many_higher_expr.h5ad,higher expression,0.992845786963434,0.003974562798092163,unintegrated higher expression,Heart_hs_mf_mm
mmusculus,0.9888712241653418,original,unintegrated,metadata_nf_many_higher_homology_conf.h5ad,stronger homology,0.992845786963434,0.003974562798092163,unintegrated stronger homology,Heart_hs_mf_mm
mfascicularis,0.9853460263129746,original,unintegrated,metadata_nf_one2one_only.h5ad,one2one only,0.9893036688415874,0.003957642528612748,unintegrated one2one only,Heart_hs_mf_mm
mfascicularis,0.9853460263129746,original,unintegrated,metadata_nf_many_higher_expr.h5ad,higher expression,0.9893036688415874,0.003957642528612748,unintegrated higher expression,Heart_hs_mf_mm
mmusculus,0.9890302066772656,original,scANVI,metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.992845786963434,0.003815580286168352,scANVI higher expression,Heart_hs_mf_mm
mmusculus,0.9891891891891892,original,scANVI,metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.992845786963434,0.003656597774244763,scANVI stronger homology,Heart_hs_mf_mm
mmusculus,0.9891891891891892,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.003656597774244763,Scanorama higher expression,Heart_hs_mf_mm
mfascicularis,0.9856669162477272,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9893036688415874,0.003636752593860204,Harmony higher expression,Heart_hs_mf_mm
hsapiens,0.9863182981728308,original,SeuratV4 RPCA,metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9898490599346808,0.0035307617618499654,SeuratV4 RPCA one2one only,Heart_hs_mf_mm
hsapiens,0.9864948362609232,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9898490599346808,0.0033542236737575948,SeuratV4 CCA stronger homology,Heart_hs_mf_mm
hsapiens,0.9865831053049696,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9898490599346808,0.003265954629711132,SeuratV4 CCA one2one only,Heart_hs_mf_mm
mmusculus,0.9896661367249604,original,scANVI,metadata_nf_one2one_only_scANVI_integrated.h5ad,one2one only,0.992845786963434,0.0031796502384735525,scANVI one2one only,Heart_hs_mf_mm
mmusculus,0.9896661367249604,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.992845786963434,0.0031796502384735525,SeuratV4 CCA one2one only,Heart_hs_mf_mm
mfascicularis,0.9862017328056476,original,scVI,metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9893036688415874,0.0031019360359397785,scVI stronger homology,Heart_hs_mf_mm
hsapiens,0.986759643393062,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9898490599346808,0.0030894165416187613,SeuratV4 CCA higher expression,Heart_hs_mf_mm
hsapiens,0.986759643393062,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9898490599346808,0.0030894165416187613,Scanorama one2one only,Heart_hs_mf_mm
mmusculus,0.989825119236884,original,scANVI,metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.992845786963434,0.0030206677265499637,scANVI stronger homology,Heart_hs_mf_mm
mmusculus,0.989825119236884,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.992845786963434,0.0030206677265499637,scVI higher expression,Heart_hs_mf_mm
mmusculus,0.989825119236884,original,SeuratV4 RPCA,metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.992845786963434,0.0030206677265499637,SeuratV4 RPCA one2one only,Heart_hs_mf_mm
mfascicularis,0.9863086961172318,original,scVI,metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9893036688415874,0.00299497272435556,scVI stronger homology,Heart_hs_mf_mm
mmusculus,0.9899841017488076,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.992845786963434,0.002861685214626375,scVI higher expression,Heart_hs_mf_mm
mmusculus,0.9899841017488076,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.992845786963434,0.002861685214626375,SeuratV4 CCA stronger homology,Heart_hs_mf_mm
hsapiens,0.9870244505252008,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9898490599346808,0.002824609409479928,Scanorama one2one only,Heart_hs_mf_mm
hsapiens,0.9870244505252008,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9898490599346808,0.002824609409479928,SeuratV4 RPCA higher expression,Heart_hs_mf_mm
hsapiens,0.9870244505252008,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9898490599346808,0.002824609409479928,SeuratV4 CCA one2one only,Heart_hs_mf_mm
hsapiens,0.9871127195692472,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9898490599346808,0.002736340365433576,Scanorama stronger homology,Heart_hs_mf_mm
mmusculus,0.9901430842607312,original,scVI,metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.992845786963434,0.002702702702702786,scVI one2one only,Heart_hs_mf_mm
mmusculus,0.9901430842607312,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.992845786963434,0.002702702702702786,SeuratV4 CCA stronger homology,Heart_hs_mf_mm
mfascicularis,0.9867365493635682,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9893036688415874,0.002567119478019131,scVI higher expression,Heart_hs_mf_mm
hsapiens,0.9872892576573395,original,scVI,metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9898490599346808,0.0025598022773412055,scVI stronger homology,Heart_hs_mf_mm
mmusculus,0.990302066772655,original,scANVI,metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.992845786963434,0.0025437201907789753,scANVI higher expression,Heart_hs_mf_mm
mmusculus,0.9904610492845788,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.0023847376788551644,Scanorama stronger homology,Heart_hs_mf_mm
mfascicularis,0.9870574392983208,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9893036688415874,0.002246229543266587,scVI higher expression,Heart_hs_mf_mm
mmusculus,0.9906200317965024,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.992845786963434,0.0022257551669315756,SeuratV4 CCA higher expression,Heart_hs_mf_mm
mmusculus,0.9906200317965024,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.992845786963434,0.0022257551669315756,SeuratV4 RPCA higher expression,Heart_hs_mf_mm
mmusculus,0.990779014308426,original,scVI,metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.992845786963434,0.002066772655007987,scVI one2one only,Heart_hs_mf_mm
mfascicularis,0.987378329233073,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9893036688415874,0.001925339608514376,Harmony higher expression,Heart_hs_mf_mm
mmusculus,0.9909379968203498,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.992845786963434,0.001907790143084176,SeuratV4 CCA one2one only,Heart_hs_mf_mm
mfascicularis,0.9874852925446572,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9893036688415874,0.0018183762969301576,Scanorama higher expression,Heart_hs_mf_mm
hsapiens,0.9880836790537558,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9898490599346808,0.0017653808809249272,scVI higher expression,Heart_hs_mf_mm
mmusculus,0.9912559618441972,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.992845786963434,0.0015898251192367763,SeuratV4 CCA higher expression,Heart_hs_mf_mm
hsapiens,0.9885250242739873,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9898490599346808,0.001324035660693501,Scanorama higher expression,Heart_hs_mf_mm
hsapiens,0.9885250242739873,original,SeuratV4 RPCA,metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9898490599346808,0.001324035660693501,SeuratV4 RPCA one2one only,Heart_hs_mf_mm
mfascicularis,0.988020109102578,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9893036688415874,0.001283559739009399,Scanorama higher expression,Heart_hs_mf_mm
hsapiens,0.9887015623620796,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9898490599346808,0.0011474975726011305,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm
mmusculus,0.991891891891892,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.992845786963434,9.53895071541977e-4,Harmony higher expression,Heart_hs_mf_mm
hsapiens,0.9889663694942183,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9898490599346808,8.826904404624081e-4,SeuratV4 RPCA higher expression,Heart_hs_mf_mm
hsapiens,0.9889663694942183,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9898490599346808,8.826904404624081e-4,SeuratV4 CCA higher expression,Heart_hs_mf_mm
hsapiens,0.9889663694942183,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9898490599346808,8.826904404624081e-4,SeuratV4 CCA stronger homology,Heart_hs_mf_mm
mfascicularis,0.9886618889720826,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9893036688415874,6.41779869504755e-4,Harmony stronger homology,Heart_hs_mf_mm
hsapiens,0.989495983758496,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9898490599346808,3.530761761847412e-4,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm
mfascicularis,0.989089742218419,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9893036688415874,2.1392662316832567e-4,Scanorama one2one only,Heart_hs_mf_mm
mfascicularis,0.989089742218419,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9893036688415874,2.1392662316832567e-4,Scanorama stronger homology,Heart_hs_mf_mm
mfascicularis,0.989089742218419,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9893036688415874,2.1392662316832567e-4,Harmony one2one only,Heart_hs_mf_mm
mfascicularis,0.9891967055300032,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9893036688415874,1.0696331158421835e-4,Harmony stronger homology,Heart_hs_mf_mm
mfascicularis,0.9891967055300032,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9893036688415874,1.0696331158421835e-4,Harmony one2one only,Heart_hs_mf_mm
hsapiens,0.9898490599346808,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9898490599346808,0,Scanorama stronger homology,Heart_hs_mf_mm
mfascicularis,0.9894106321531716,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9893036688415874,-1.0696331158421835e-4,Scanorama stronger homology,Heart_hs_mf_mm
mmusculus,0.9930047694753578,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.992845786963434,-1.5898251192381085e-4,Harmony one2one only,Heart_hs_mf_mm
mmusculus,0.9931637519872814,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.992845786963434,-3.1796502384739966e-4,Harmony one2one only,Heart_hs_mf_mm
mmusculus,0.993322734499205,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.992845786963434,-4.769475357710995e-4,Harmony higher expression,Heart_hs_mf_mm
mmusculus,0.9934817170111288,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.992845786963434,-6.359300476947993e-4,Harmony stronger homology,Heart_hs_mf_mm
mfascicularis,0.9920847149427746,original,scANVI,metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.9893036688415874,-0.0027810461011872345,scANVI higher expression,Heart_hs_mf_mm
mfascicularis,0.9922986415659428,original,scANVI,metadata_nf_one2one_only_scANVI_integrated.h5ad,one2one only,0.9893036688415874,-0.002994972724355449,scANVI one2one only,Heart_hs_mf_mm
mfascicularis,0.9929404214354476,original,scANVI,metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.9893036688415874,-0.003636752593860204,scANVI stronger homology,Heart_hs_mf_mm
mfascicularis,0.9936891646165366,original,scANVI,metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.9893036688415874,-0.004385495774949177,scANVI stronger homology,Heart_hs_mf_mm
mfascicularis,0.9937961279281208,original,scANVI,metadata_nf_one2one_only_scANVI_integrated.h5ad,one2one only,0.9893036688415874,-0.004492459086533396,scANVI one2one only,Heart_hs_mf_mm
mfascicularis,0.994117017862873,original,scANVI,metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.9893036688415874,-0.004813349021285607,scANVI higher expression,Heart_hs_mf_mm
hsapiens,0.16197369582487425,original,LIGER,metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9907317503751434,0.8287580545502691,LIGER one2one only,Heart_hs_mf_mm_xl
mmusculus,0.17790143084260732,original,LIGER,metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.992845786963434,0.8149443561208266,LIGER higher expression,Heart_hs_mf_mm_xl
mmusculus,0.17790143084260732,original,LIGER,metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.992845786963434,0.8149443561208266,LIGER one2one only,Heart_hs_mf_mm_xl
hsapiens,0.1903080589637214,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9907317503751434,0.800423691411422,LIGER stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.25545061346985615,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9907317503751434,0.7352811369052872,LIGER stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.25571542060199487,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9907317503751434,0.7350163297731485,LIGER stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.29967340453702884,original,LIGER,metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9907317503751434,0.6910583458381145,LIGER higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.35771256583897665,original,LIGER,metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9088036117381488,0.5510910458991722,LIGER higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.3780787559568598,original,LIGER,metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9088036117381488,0.530724855781289,LIGER one2one only,Heart_hs_mf_mm_xl
mfascicularis,0.5410204299925125,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9883409990373302,0.44732056904481765,LIGER stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.5471173387528078,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9883409990373302,0.4412236602845224,LIGER stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.5552465504332014,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9883409990373302,0.4330944486041288,LIGER stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.5839127179377473,original,LIGER,metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9883409990373302,0.40442828109958284,LIGER higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.5839127179377473,original,LIGER,metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9883409990373302,0.40442828109958284,LIGER one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.5051918735891647,original,LIGER,metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9088036117381488,0.4036117381489841,LIGER higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.507750188111362,original,LIGER,metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9088036117381488,0.40105342362678686,LIGER higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.5190870328567846,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9088036117381488,0.38971657888136424,LIGER stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.5200902934537246,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9088036117381488,0.38871331828442424,LIGER stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.5229997491848508,original,LIGER,metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9088036117381488,0.385803862553298,LIGER one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.6246300476548784,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9088036117381488,0.28417356408327044,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
mmusculus,0.7384737678855325,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.992845786963434,0.2543720190779014,LIGER stronger homology,Heart_hs_mf_mm_xl
mmusculus,0.7387917329093799,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.992845786963434,0.254054054054054,LIGER stronger homology,Heart_hs_mf_mm_xl
mmusculus,0.7389507154213036,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.992845786963434,0.2538950715421303,LIGER stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.6650614497115626,original,LIGER,metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9088036117381488,0.24374216202658627,LIGER one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.6742412841735641,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9088036117381488,0.23456232756458473,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.6993729621269125,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9088036117381488,0.20943064961123636,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.7074492099322799,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9088036117381488,0.20135440180586894,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.7097065462753951,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9088036117381488,0.19909706546275374,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.710308502633559,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9088036117381488,0.19849510910458978,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.7357913217958365,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9088036117381488,0.17301228994231233,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.7472786556308001,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9088036117381488,0.16152495610734874,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.7548031101078505,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9088036117381488,0.15400050163029833,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.847898170927372,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9883409990373302,0.14044282810995823,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
mmusculus,0.8551669316375199,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.992845786963434,0.13767885532591406,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
mmusculus,0.8564387917329094,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.992845786963434,0.13640699523052457,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
mfascicularis,0.8561343459193497,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9883409990373302,0.13220665311798052,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
mmusculus,0.8613672496025437,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.992845786963434,0.1314785373608902,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
mfascicularis,0.8723927692801369,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9883409990373302,0.11594822975719332,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
mmusculus,0.8820349761526232,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.992845786963434,0.11081081081081079,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
mmusculus,0.8841017488076311,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.992845786963434,0.1087440381558028,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
mmusculus,0.8869634340222575,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.992845786963434,0.10588235294117643,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.8998823403572574,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9883409990373302,0.08845865868007274,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.904481762755375,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9883409990373302,0.08385923628195524,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.90694191892181,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9883409990373302,0.08139908011552022,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8462503135189365,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9088036117381488,0.0625532982192123,fastMNN one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8466014547278655,original,LIGER,metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9088036117381488,0.06220215701028331,LIGER stronger homology,Heart_hs_mf_mm_xl
mmusculus,0.9310015898251192,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.992845786963434,0.061844197138314794,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8472034110860296,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9088036117381488,0.06160020065211924,fastMNN higher expression,Heart_hs_mf_mm_xl
mmusculus,0.9314785373608904,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.992845786963434,0.06136724960254358,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8483069977426636,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9088036117381488,0.06049661399548523,fastMNN one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9330683624801271,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.992845786963434,0.05977742448330681,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8497115625783798,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9088036117381488,0.05909204915976907,fastMNN one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8528216704288939,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9088036117381488,0.055981941309254935,fastMNN stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.854477050413845,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9088036117381488,0.0543265613243038,fastMNN higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.855028843742162,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9088036117381488,0.053774767995986794,fastMNN higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8556308001003261,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9088036117381488,0.053172811637822726,fastMNN stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.9355011231147716,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9883409990373302,0.052839875922558566,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.9369986094769494,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9883409990373302,0.05134238956038084,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.9371055727885336,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9883409990373302,0.05123542624879662,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8583396037120642,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9088036117381488,0.05046400802608464,fastMNN stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8597441685477802,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9088036117381488,0.04905944319036859,Harmony one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8656132430398796,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9088036117381488,0.0431903686982692,Scanorama one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8658138951592677,original,SeuratV4 RPCA,metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9088036117381488,0.042989716578881176,SeuratV4 RPCA one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8667168296965136,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9088036117381488,0.042086782041635185,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl
